496.75,601.5,1894.25,8565.5,757.5,2109.375,2944.9065,8672474.0,2109.375,80.5,174.75,1633.25,10961.25,500.0,2109.375,4227.7812,17874136.0,2109.375,0.0,8.0,863.0,13707.0,42.5,2109.375,6020.035,36240824.0,2109.375,0.0,4.0,418.75,22178.399999999998,46.5,3000.0,8083.725,65346612.0,3000.0,12.75,287.25,3075.0,5978.25,1382.5,2109.375,2838.9854,8059838.0,2109.375,495.5,601.0,1891.5,8453.75,743.0,2109.375,2984.9148,8909716.0,2109.375,1
73.5,5236.0,16307.5,17736.0,11145.0,10432.0,5867.096,34422816.0,10432.0,168.5,3497.25,17765.0,21691.25,9397.0,10432.0,7357.5356,54133330.0,10432.0,416.75,1780.25,19002.25,26342.0,7339.5,10432.0,9160.922,83922500.0,10432.0,2565.95,4641.5,20355.75,53471.899999999994,8981.5,14836.622,14503.787,210359840.0,14836.622,24.25,320.75,20217.25,28406.75,6701.5,10432.0,10507.56,110408820.0,10432.0,12.0,4626.75,16892.5,19789.5,9809.5,10432.0,6665.363,44427064.0,10432.0,0
596.25,904.75,4530.5,9783.75,2045.5,3200.0,3102.2244,9623796.0,3200.0,153.0,804.5,4589.25,10922.5,2017.5,3200.0,3283.7683,10783134.0,3200.0,478.25,691.5,3759.0,9794.75,2851.0,3200.0,2759.1853,7613103.5,3200.0,11.0,205.5,4788.25,13496.099999999964,953.5,4551.1113,11559.668,133625930.0,4551.1113,887.0,1135.5,4620.5,10490.5,1584.0,3200.0,3084.2788,9512776.0,3200.0,91.25,938.5,4278.0,10437.75,2241.5,3200.0,3115.6382,9707202.0,3200.0,1
0.0,750.75,2350.5,11420.75,1106.5,2458.9766,3362.5286,11306598.0,2458.9766,0.0,0.0,300.0,19134.5,3.0,2458.9766,6116.1543,37407344.0,2458.9766,0.0,0.0,28.25,24210.5,0.0,2458.9766,7111.071,50567330.0,2458.9766,0.0,12.0,1170.75,20999.69999999994,92.5,3497.2112,9078.604,82421040.0,3497.2112,0.0,11.0,2687.25,9043.5,1710.0,2458.9766,2962.245,8774896.0,2458.9766,0.0,46.25,2350.5,11405.25,1046.0,2458.9766,3430.3992,11767639.0,2458.9766,1
2822.5,3131.0,6508.0,11180.0,3676.5,6400.0,14958.188,223747400.0,6400.0,163.75,309.25,10935.75,22560.75,2393.0,6400.0,7687.2905,59094436.0,6400.0,0.0,0.0,89.0,16008.25,5.0,6400.0,32312.262,1044082240.0,6400.0,0.0,0.0,79.5,27013.39999999993,6.0,9102.223,48318.41,2334668800.0,9102.223,0.0,2.0,1039.5,20585.25,37.5,6400.0,27445.855,753274940.0,6400.0,2822.5,3131.0,6508.0,11176.25,3676.5,6400.0,14969.212,224077300.0,6400.0,1
327.75,369.75,973.75,8498.5,501.5,2500.0,8875.288,78770740.0,2500.0,373.0,415.75,1106.25,9859.25,564.0,2500.0,7581.613,57480856.0,2500.0,147.75,176.75,575.5,7613.75,245.0,2500.0,12465.806,155396300.0,2500.0,7.900000000000002,71.0,2090.75,12555.849999999988,416.0,3555.5557,11862.822,140726560.0,3555.5557,355.25,601.25,1599.75,6175.5,919.0,2500.0,8255.93,68160376.0,2500.0,383.75,430.0,1113.5,9869.0,575.0,2500.0,7495.34,56180120.0,2500.0,0
1.75,363.5,3678.75,10806.75,2035.5,2840.0,3650.257,13324376.0,2840.0,32.25,771.0,3573.5,7984.5,2710.0,2840.0,2601.478,6767688.0,2840.0,0.0,325.5,3910.0,7951.25,2791.5,2840.0,2699.1794,7285569.5,2840.0,0.0,0.0,2138.0,23645.399999999958,13.0,4039.111,9389.64,88165330.0,4039.111,0.0,901.5,2907.25,7614.0,1771.5,2840.0,4651.808,21639320.0,2840.0,16.75,690.75,3837.5,7121.0,2676.5,2840.0,2534.2656,6422502.0,2840.0,0
319.5,414.75,879.25,1698.75,575.0,1276.9141,4528.217,20504748.0,1276.9141,483.0,634.25,1273.5,3667.0,793.5,1276.9141,1329.4158,1767346.2,1276.9141,186.75,241.75,1313.0,5379.5,472.5,1276.9141,3103.5845,9632236.0,1276.9141,0.0,4.0,228.5,8816.749999999976,18.0,1816.0555,6480.266,41993852.0,1816.0555,185.75,248.25,1736.0,4154.75,504.5,1276.9141,3026.845,9161790.0,1276.9141,320.0,414.75,878.5,1654.25,578.0,1276.9141,4857.9326,23599510.0,1276.9141,1
9.0,22.75,2289.75,4989.0,414.0,1334.5312,1662.896,2765223.2,1334.5312,9.0,26.0,2439.25,4471.0,576.5,1334.5312,1558.4424,2428742.5,1334.5312,1.0,39.0,1878.0,6049.75,274.5,1334.5312,1966.9357,3868835.8,1334.5312,0.0,16.25,2329.75,8386.699999999984,496.0,1898.0,2961.7842,8772166.0,1898.0,4.75,123.25,2835.75,3944.0,424.0,1334.5312,1561.2382,2437464.8,1334.5312,10.75,42.5,2544.0,4484.75,477.5,1334.5312,1594.9042,2543719.2,1334.5312,0
179.0,258.0,1157.5,2006.5,449.0,757.03125,648.4103,420435.9,757.03125,3.75,110.25,1178.25,2619.75,508.5,757.03125,805.1502,648266.9,757.03125,0.0,10.0,1296.0,3074.25,174.5,757.03125,1036.8357,1075028.2,757.03125,0.0,0.0,1064.75,5367.999999999991,65.0,1076.6666,2232.7688,4985257.0,1076.6666,132.0,204.5,1015.5,2428.25,385.5,757.03125,938.36115,880521.6,757.03125,143.0,263.0,1222.25,2011.0,408.5,757.03125,643.59656,414216.53,757.03125,1
4175.25,7025.5,42262.0,60666.0,18457.0,25165.383,20552.072,422387650.0,25165.383,1579.25,2567.0,45654.75,78348.0,10868.5,25165.383,26848.545,720844350.0,25165.383,24.0,82.75,43821.5,64072.25,25446.5,25165.383,23198.479,538169400.0,25165.383,4.950000000000001,2369.25,39258.75,156903.0499999997,11748.5,35790.766,75473.83,5696299000.0,35790.766,460.0,9318.5,37228.75,67767.75,19084.0,25165.383,22155.578,490869630.0,25165.383,4129.75,6434.75,36668.25,68865.0,20934.0,25165.383,21888.416,479102800.0,25165.383,1
29.75,56.0,483.25,680.5,158.5,263.67188,238.01094,56649.21,263.67188,9.25,98.75,425.25,528.0,257.0,263.67188,173.78305,30200.55,263.67188,4.0,17.0,468.0,964.25,69.5,263.67188,334.86453,112134.25,263.67188,0.0,0.0,14.5,2448.7499999999927,0.0,375.0,1433.454,2054790.2,375.0,19.0,68.75,455.25,661.5,188.0,263.67188,221.4982,49061.453,263.67188,7.0,98.75,426.5,530.25,255.5,263.67188,174.7133,30524.736,263.67188,0
5834.25,8788.0,19135.75,26526.75,13620.5,14981.25,11266.797,126940710.0,14981.25,3602.5,4463.0,14143.5,46624.25,6838.5,14981.25,29463.451,868095000.0,14981.25,16.0,399.5,6881.25,108039.75,2761.0,14981.25,40836.055,1667583500.0,14981.25,1.0,8.75,1528.5,70088.69999999988,74.5,21306.666,76690.67,5881458700.0,21306.666,20.0,492.75,8141.25,96029.5,2979.5,14981.25,34671.664,1202124200.0,14981.25,5833.75,8791.0,19193.0,26535.5,13620.5,14981.25,11119.033,123632900.0,14981.25,1
0.0,663.25,17321.25,29839.5,5225.0,10369.8125,10875.061,118266940.0,10369.8125,33.5,100.0,19052.75,42671.25,998.0,10369.8125,15228.813,231916770.0,10369.8125,0.0,3.75,16066.5,43555.0,141.0,10369.8125,16240.682,263759730.0,10369.8125,0.0,0.0,5.0,22175.49999999978,0.0,14748.178,84767.17,7185473500.0,14748.178,0.0,18.0,14194.5,52422.75,771.5,10369.8125,17051.06,290738660.0,10369.8125,0.0,660.5,17321.25,29839.5,5225.0,10369.8125,10875.159,118269090.0,10369.8125,1
640.25,904.25,3428.75,4737.5,1745.5,2396.25,2484.8994,6174725.5,2396.25,395.75,434.75,2775.5,6607.25,664.5,2396.25,4999.927,24999266.0,2396.25,6.0,17.0,356.25,12135.0,39.0,2396.25,8731.429,76237850.0,2396.25,0.0,0.0,88.5,33060.74999999999,0.0,3408.0,10316.684,106433960.0,3408.0,5.0,18.75,3143.5,8711.0,123.5,2396.25,6236.448,38893290.0,2396.25,635.75,900.25,3369.0,4438.5,1730.5,2396.25,3013.3894,9080515.0,2396.25,1
0.0,107.75,802.5,1730.75,332.5,545.66406,600.2311,360277.3,545.66406,0.0,113.75,864.5,1714.0,177.5,545.66406,649.7848,422220.25,545.66406,0.0,126.0,844.5,1787.75,209.5,545.66406,600.2779,360333.53,545.66406,0.0,0.0,568.25,4769.05,11.5,776.05554,1699.286,2887573.0,776.05554,0.0,0.0,892.0,2233.5,26.0,545.66406,757.1055,573208.8,545.66406,0.0,105.0,789.25,1918.75,333.0,545.66406,628.20465,394641.06,545.66406,1
364.25,790.25,1312.0,1702.75,1008.0,1028.125,405.1805,164171.25,1028.125,53.75,149.25,1596.0,2487.75,1007.5,1028.125,833.0151,693914.1,1028.125,0.0,4.0,1686.75,3613.0,638.0,1028.125,1313.3119,1724788.1,1028.125,0.0,0.0,59.75,6274.649999999997,5.0,1462.2222,6158.8984,37932030.0,1462.2222,0.0,213.75,1433.0,3288.75,726.5,1028.125,1169.0391,1366652.2,1028.125,369.5,789.0,1312.0,1702.5,1007.0,1028.125,406.13605,164946.48,1028.125,1
9.0,18.0,2725.75,18529.0,431.0,3600.0,6344.528,40253036.0,3600.0,0.0,0.0,2409.75,16620.5,7.5,3600.0,8379.673,70218910.0,3600.0,0.0,0.0,728.5,23195.25,10.0,3600.0,7686.436,59081300.0,3600.0,0.0,176.75,5183.0,28207.999999999964,1765.0,5120.0,9308.753,86652890.0,5120.0,7.0,60.75,6071.0,12932.0,896.5,3600.0,4518.7266,20418890.0,3600.0,7.0,18.0,3310.5,16440.5,418.0,3600.0,6751.676,45585130.0,3600.0,1
238.5,659.75,2766.0,6680.5,1595.0,2105.8594,1919.9276,3686122.0,2105.8594,22.0,33.75,3204.5,11841.25,132.0,2105.8594,3662.8584,13416532.0,2105.8594,9.0,15.0,86.0,15948.5,24.0,2105.8594,7721.7183,59624932.0,2105.8594,0.0,2.0,475.0,8751.499999999995,34.5,2995.0,17041.582,290415520.0,2995.0,17.5,65.25,2381.25,8949.5,1209.5,2105.8594,3102.1797,9623519.0,2105.8594,226.25,624.0,2760.75,6933.5,1564.5,2105.8594,2034.2811,4138299.5,2105.8594,1
233.75,708.0,4086.25,4951.0,1968.5,2449.2188,1738.4349,3022156.0,2449.2188,345.5,1585.25,3855.75,4215.5,2190.0,2449.2188,1363.5153,1859174.0,2449.2188,192.75,1392.5,3779.5,5592.0,1782.0,2449.2188,1890.6315,3574487.5,2449.2188,0.0,0.0,3913.0,19012.249999999996,47.5,3483.3333,6226.6816,38771564.0,3483.3333,247.5,753.0,3100.5,7812.25,1628.0,2449.2188,2491.2173,6206163.5,2449.2188,350.75,1596.0,3862.25,4214.0,2189.0,2449.2188,1361.7516,1854367.5,2449.2188,0
