0,1,2,3,4,5,6,7,8,Label
0.7145685038774929,0.6631241921321565,0.22284110723866968,0.6124128998183261,-0.4389891860053925,-0.6574488076697926,0.33814537317903676,-0.6062629795554053,0.7197936553056105,1.0
-0.7232876225683742,-0.5106384525928199,0.46486921362142186,-0.6247197414638015,0.19701477375484036,-0.7555861456827604,-0.2942452372848027,0.8369190819045409,0.46150426940524747,1.0
-0.7787255409755226,-0.5589440366082548,0.28490015053075923,-0.603590839751488,0.5436765178516137,-0.5831757386113015,-0.17106907961543746,0.6260969636380724,0.7607482909101496,1.0
-0.5211756056710807,-0.7207481968416348,0.4570536344926194,-0.5880133014053945,-0.08489552516922994,-0.8043836815702874,-0.6185598963913768,0.6879787689716688,0.37956404995799775,1.0
-0.8117035451370952,-0.5084176960390799,0.28748704521453816,-0.5267657445194461,0.4246239655502724,-0.7363506897404489,-0.25229983197129857,0.7491367927385991,0.6124858043682149,1.0
0.6594908228459886,-0.209566869764214,0.7219096769535293,0.6113500063543599,-0.4092819315409908,-0.6773030859553213,0.4374048745869722,0.8880146550656158,-0.14179897064594554,0.0
-0.8020974345677342,-0.3385357382874374,-0.49196875852236693,-0.5730615594509122,0.20450319492112004,0.7935860963668294,-0.16804807210898898,0.9184617559644135,-0.3580333061200007,1.0
-0.7599396589903229,-0.576919235869362,0.29942596744033917,-0.544196447175595,0.3128082196499024,-0.7784608176401161,-0.3554461162752124,0.7545297959679059,0.5516727702374831,1.0
-0.7628354201314689,-0.4841168342800974,0.4286175597889823,-0.5818063860142425,0.2247085539816062,-0.7816696200828979,-0.28210538985615213,0.8456577064830144,0.453077909944853,1.0
-0.5392471556390865,-0.3624756970088067,-0.7601472713975476,-0.5792158873244042,-0.4955964162980733,0.6472195516387831,-0.6113276216613787,0.7893006785949741,0.05729727535717555,0.0
0.7742157114221488,0.6063744583781716,0.18138370492873707,0.5544927408944496,-0.5116506044312656,-0.6563165846453081,0.3051685312781394,-0.6087065591988472,0.732358172143824,1.0
-0.5901526441244961,-0.7360702786708554,0.3315424580506623,-0.6997380594524548,0.26158939187792984,-0.6647839033931608,-0.4025996830433161,0.6243168545813449,0.6694340597094515,1.0
0.6747762793887148,-0.21361654978554886,0.7064311307070504,0.6486330537529027,-0.2849687070774919,-0.7057393269230263,0.35206836602215125,0.9344307388160455,-0.053731368884403,0.0
0.7672968129624009,0.5734868831070792,0.28699894724871317,0.5662172970979664,-0.39572346437755945,-0.7230497301072006,0.30108731837262015,-0.7172975217057075,0.6283555459053694,1.0
-0.7752923479565882,-0.5009838261986796,0.38462576758102446,-0.5427549556630888,0.21701220084323308,-0.8113709156657852,-0.32301522147279543,0.8378072037005336,0.44015935310336546,1.0
-0.8178035570705476,-0.5298446205209136,0.2246375305860721,-0.5463803925627942,0.5922485969578749,-0.5922077895674414,-0.18073684921920719,0.6070471789790953,0.7738397210196932,1.0
-0.6662475927280509,-0.6588571238068694,0.34931566754587046,-0.5714912655977759,0.1501757990469116,-0.8067496282776176,-0.47907398022594566,0.7371258507131336,0.4765853561335144,1.0
-0.7880984793474419,-0.49067614640259966,0.3716688125223104,-0.5899604297506453,0.42982358645701596,-0.6835191115496786,-0.17563450167516534,0.7579502647777905,0.6282228250745064,1.0
-0.5971522124017875,-0.7882960979674262,0.14831890355909014,-0.6011547989038735,0.31739889528624005,-0.7333967882571466,-0.5310575703052296,0.5271121353188567,0.6634234347844001,0.0
-0.5495689371579779,-0.7111737052673712,0.43841298366646153,-0.5764795258880638,-0.05701013452320443,-0.8151203596975843,-0.6046861496205478,0.7007009387020432,0.3786460813994404,1.0
-0.9451455254065765,-0.3212364744687084,0.05922046331160844,-0.3264948336331687,0.92346321971017,-0.20153611451393924,-0.0100528311821138,0.20981613215727984,0.977689179275184,1.0
